Project ID,Well ID,Company ID,Project End Date,Licence(s),Released?,Release Date,Release Round,Summary Tags,File Count,Project Size,Last Update,Data Reporting Group,CHECKED,Project Type,Survey / Well ID,NSTA Area,DUPL,ABY,RBY,UBY
BP__1982well0016, 1/04- 1,BP__,25/11/1982,P367,TRUE,07/07/1988,28,CORE_CCA DRILL_GEN DWL_WIRE ENG_COMPS GEOL_BIO GEOL_CHEM GEOL_GEOW GEOL_SED JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_SUM LOG_VEL LOG_WIRE WELL_SUMMARY,53,322490063,20/10/2022,BP EXPLORATION,TRUE,well,01/04/2001,NNS,,,,
BP__1983well0016, 1/04- 2,BP__,18/05/1983,P367,TRUE,03/01/1989,30,DWL_WIRE GEOL_BIO GEOL_DIP GPHYS_GEN JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_LITH LOG_MUD LOG_MWD LOG_SEIS LOG_SUM LOG_TEST LOG_VEL LOG_WIRE PRE_SITE TEST_FLUID WELL_SUMMARY,41,24858382,26/11/2022,BP EXPLORATION,TRUE,well,01/04/2002,NNS,,,,
TT__1972well0006, 10/01- 1,TT__,08/02/1972,P118,TRUE,22/01/1979,4,CONC_GEN GEOL_BIO GEOL_GEOW LOG_COMP TEST_DST TEST_GEN,6,6217326,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01/2001,NNS,,,,
TT__1972well0005, 10/01- 1A,TT__,07/05/1972,P118,TRUE,22/01/1979,4,DUPL DWL_WIRE GEOL_DIP GEOL_GEOW GPHYS_GEN LOG_COMP LOG_CPI LOG_MUD LOG_SEIS LOG_VEL LOG_WIRE TEST_GEN WELL_SUMMARY,36,48098846,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01- 1A,NNS,TT__1972well0006,,,
TT__1972well0004, 10/01- 2,TT__,23/06/1972,P118,TRUE,01/12/1980,5,CCA_FILE CORE_CCA DWL_WIRE GEOL_GEN GEOL_GEOW LOG_COMP LOG_DIP LOG_LITH LOG_VEL LOG_WIRE WELL_SUMMARY,25,47707614,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01/2002,NNS,,,,
TT__1975well0014, 10/01- 3,TT__,18/11/1975,P118,TRUE,15/09/1982,8,CORE_CCA CORE_GEN DRILL_EOWR GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_PPHYS GEOL_SED GPHYS_GEN LOG_CASE LOG_COMP LOG_CPI LOG_DIP LOG_SEIS LOG_TEST LOG_WIRE PRE_MOVE TEST_FLUID TEST_GEN,37,65762632,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01/2003,NNS,,,,
TT__1976well0007, 10/01- 4,TT__,09/01/1976,P118,TRUE,01/11/1982,9,CORE_GEN DRILL_DEV GEOL_DIP GEOL_GEOW GPHYS_GEN LOG_CASE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_VEL LOG_WIRE PRE_GPROG PRE_MOVE WDD_FILE,35,38305824,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01/2004,NNS,,,,
TT__1985well0017, 10/01- 5,TT__,08/03/1985,P118,TRUE,01/07/1991,37,CCA_FILE CORE_CCA CORE_SCAL DRILL_DEV DRILL_GEN DWL_WIRE GEOL_GEN GEOL_GEOW GPHYS_GEN GPHYS_VSP LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_LITH LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG PRE_GPROG PRE_SITE SCAL_FILE,144,107024444,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01/2005,NNS,,,,
TT__1977well0018, 10/01-A1,TT__,08/03/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_BIO GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG WDD_FILE WELL_SUMMARY,31,15434060,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A1,NNS,,,,
TT__1977well0017, 10/01-A10,TT__,26/10/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DRILL_EOWR DWL_WIRE ENG_COMPS LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_GEN WDD_FILE WELL_SUMMARY,35,31188817,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A10,NNS,,,,
TT__1977well0016, 10/01-A11,TT__,06/10/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE,30,29642609,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A11,NNS,,,,
TT__1977well0015, 10/01-A12,TT__,27/11/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DWL_PROD DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_WIRE TEST_DST WDD_FILE,21,6485224,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A12,NNS,,,,
TT__1978well0019, 10/01-A13,TT__,01/12/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_EOWR DWL_WIRE ENG_COMPS LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG WDD_FILE WELL_SUMMARY,30,35873305,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A13,NNS,,,,
TT__1978well0018, 10/01-A14,TT__,05/11/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_EOWR DWL_WIRE ENG_COMPS LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_VEL LOG_WIRE TEST_GEN WDD_FILE WELL_SUMMARY,27,34041757,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A14,NNS,,,,
TT__1978well0017, 10/01-A15,TT__,11/11/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE,30,40608975,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A15,NNS,,,,
TT__1978well0016, 10/01-A16,TT__,02/10/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE WDD_FILE,29,14160374,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A16,NNS,,,,
TT__1978well0015, 10/01-A17,TT__,10/10/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE,32,21574374,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A17,NNS,,,,
TT__1978well0014, 10/01-A18,TT__,03/06/1978,P118,TRUE,22/11/1984,14,DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_MUD LOG_WIRE TEST_GEN WDD_FILE,23,21029080,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A18,NNS,,,,
TT__1978well0013, 10/01-A19,TT__,10/06/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE TEST_GEN WDD_FILE,25,15869591,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A19,NNS,,,,
TT__1977well0014, 10/01-A2,TT__,07/08/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DRILL_EOWR DWL_WIRE ENG_COMPS GEOL_BIO GPHYS_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_GEN WDD_FILE WELL_SUMMARY,71,58900477,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A2,NNS,,,,
TT__1978well0012, 10/01-A20,TT__,03/09/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE WDD_FILE,22,24601462,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A20,NNS,,,,
TT__1978well0011, 10/01-A21,TT__,28/07/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE WDD_FILE,24,21437000,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A21,NNS,,,,
TT__1978well0010, 10/01-A22,TT__,07/08/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN GPHYS_GEN GPHYS_VSP LOG_CASE LOG_CPI LOG_MUD LOG_TEST LOG_VEL LOG_WIRE TEST_GEN WDD_FILE,58,38693172,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A22,NNS,,,,
TT__1978well0009, 10/01-A23,TT__,23/06/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE TEST_GEN VSP_FILE WDD_FILE,26,71423966,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A23,NNS,,,,
TT__1978well0008, 10/01-A24,TT__,28/05/1978,P118,TRUE,22/11/1984,14,DRILL_DEV DRILL_GEN DUPL DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE VSP_FILE,21,16078735,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A24,NNS,TT__1978well0009,,,
TT__1984well0018, 10/01-A25,TT__,30/08/1984,P118,TRUE,17/10/1990,35,CCA_FILE CORE_CCA CORE_GEN CORE_SCAL DRILL_DEV DWL_WIRE ENG_COMPS WELL_ENG GEOL_GEN GEOL_PPHYS GPHYS_VSP LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_LITH LOG_TEST LOG_WIRE SCAL_FILE TEST_DST TEST_FLUID TEST_GEN WELL_SUMMARY,96,80225386,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A25,NNS,,,,
TT__1985well0016, 10/01-A26,TT__,12/11/1985,P118,TRUE,16/03/1992,40,CORE_CCA CORE_GEN CORE_SCAL GEOL_MUD ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE SCAL_FILE TEST_PLT WELL_SUMMARY,65,56652614,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A26,NNS,,,,
TT__1977well0013, 10/01-A3,TT__,22/05/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DRILL_EOWR DWL_WIRE ENG_COMPS LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG WDD_FILE WELL_SUMMARY,32,55948795,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A3,NNS,,,,
TT__1977well0012, 10/01-A4,TT__,28/05/1977,P118,TRUE,29/08/1984,13,CORE_CCA CORE_GEN DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_DST TEST_FLUID TEST_GEN WDD_FILE,35,140737347,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A4,NNS,,,,
TT__1977well0011, 10/01-A5,TT__,17/05/1977,P118,TRUE,29/08/1984,13,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG TEST_FLUID TEST_GEN WDD_FILE,38,39105042,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A5,NNS,,,,
TT__1977well0010, 10/01-A6,TT__,02/08/1977,P118,TRUE,05/06/1984,12,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_WIRE TEST_DST TEST_GEN WDD_FILE,42,14243399,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A6,NNS,,,,
TT__1977well0009, 10/01-A7,TT__,02/09/1977,P118,TRUE,05/06/1984,12,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_MUD LOG_SUM LOG_TEST LOG_WIRE PRE_DPROG WDD_FILE,58,58671574,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A7,NNS,,,,
TT__1977well0008, 10/01-A8,TT__,10/09/1977,P118,TRUE,05/06/1984,12,CORE_CCA DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GEOL_GEN LOG_CASE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG TEST_GEN,49,76472757,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A8,NNS,,,,
TT__1978well0007, 10/01-A9,TT__,19/08/1978,P118,TRUE,05/06/1984,12,DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GPHYS_GEN LOG_CASE LOG_CPI LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE WDD_FILE WELL_SUMMARY,35,89083660,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,10/01-A9,NNS,,,,
EW__2019well0019, 10/01b- 6,EW__,22/11/2019,P2343,TRUE,22/05/2022,,ABANDON_CEMENT ABANDON_DAILY ABANDON_EOJR ABANDON_PROG CORE_CCA CORE_GEN DRILL_CEMENT DRILL_DAILY DRILL_DEV DRILL_EOWR DRILL_FLUID DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_OTHER DWL_WIRE WELL_ENG GEOL_GEN GEOL_GEOW GPHYS_SONIC JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_CPI LOG_LITH LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG PRE_GPROG PRE_MOVE PRE_SITE TEST_FLUID WDD_FILE WELL_SCHEM,102,1135275724,06/12/2022,EQUINOR ASA,TRUE,well,10/01b- 6,NNS,,2573808e-786c-4631-ab1e-adb5afcc1cd5,8db45443-a80c-4b98-ad71-959f27f156c4,
SH__1973well0008, 102/28- 1,SH__,07/09/1973,P159,TRUE,20/10/1981,6,DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_GEOW JWL_AUDIT JWL_FILE LOG_COMP LOG_DIP LOG_MUD LOG_VEL LOG_WIRE WDD_FILE WELL_SUMMARY,56,41378736,26/11/2022,SHELL PLC,TRUE,well,102/28- 1,CSC,,,,
HARB1991well0050, 102/28- 2,HARB,23/03/1991,P538,TRUE,13/12/1996,60,CCA_FILE CORE_CCA CSHOT_FILE DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_OTHER DWL_TEST DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_GEOW GPHYS_GEN GPHYS_VSP JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG PRE_GEN PRE_MOVE PRE_SITE VSP_SEGY WDD_FILE WELL_SUMMARY,96,719998789,26/11/2022,HARBOUR ENERGY PLC,TRUE,well,102/28- 2,CSC,,,,
HARB1977well0008, 102/29- 1,PHSX,27/07/1977,P150,TRUE,29/08/1984,13,CSHOT_FILE DRILL_GEN DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_DIP GEOL_GEOW GPHYS_GEN JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_VEL LOG_WIRE PRE_DPROG PRE_SITE WDD_FILE WELL_SUMMARY,35,296590847,26/11/2022,PHILLIPS 66,TRUE,well,102/29- 1,CSC,,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
FUJH1994well0002, 103/01- 1,FUJH,03/11/1994,P804,TRUE,31/08/2000,75,CORE_GEN CSHOT_FILE DRILL_DEV DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_GEN GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_COMP LOG_MUD LOG_SEIS LOG_SUM LOG_WIRE PRE_SITE TEST_DST WDD_FILE WELL_SUMMARY,35,128256717,26/11/2022,FUJAIRAH INTERNATIONAL OIL & GAS,TRUE,well,103/01- 1,CSC,,,,
FUJH2005well0001, 103/01a- 2,FUJH,15/10/2005,P804,TRUE,12/10/2009,112,DRILL_DEV DRILL_GEN GEOL_MUD DRILL_MWD DWL_WIRE GEOL_GEOW GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_COMP LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG VSP_FILE VSP_SEGY WDD_FILE,38,136176637,26/11/2022,FUJAIRAH INTERNATIONAL OIL & GAS,TRUE,well,103/01a- 2,CSC,,,,
CV__1977well0006, 103/02- 1,CV__,12/02/1977,P125,TRUE,14/11/1983,11,CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE ENG_ABAND ENG_PROD GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW GPHYS_GEN JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_MWD LOG_SEIS LOG_SUM LOG_VEL LOG_WIRE WDD_FILE WELL_SUMMARY,41,53550291,26/11/2022,CHEVRON CORPORATION,TRUE,well,103/02- 1,CSC,,,,
SH__1976well0017, 103/18- 1,SH__,31/12/1976,P159,TRUE,14/11/1983,11,ABANDON_HSE CORE_GEN DRILL_DEV DWL_WIRE GEOL_BIO GEOL_DIP GEOL_GEN GEOL_SED JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_GEN WDD_FILE WELL_SUMMARY WELL_SCHEM,40,64625018,01/11/2022,SHELL PLC,TRUE,well,103/18- 1,CSC,,,,
BP__1976well0008, 103/21- 1,BP__,22/07/1976,P151,TRUE,01/03/1983,10,CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR DUPL DWL_OTHER DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_SUM LOG_VEL LOG_WIRE WELL_SUMMARY,51,109723787,11/06/2022,BP EXPLORATION,TRUE,well,103/21- 1,CSC,BP__1977well0003,,,
FUJH1995well0002, 106/18- 1,FUJH,05/11/1995,P805,TRUE,23/07/2001,79,CORE_CCA DRILL_DEV DRILL_EOWR GEOL_MUD DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_SUM LOG_TEST LOG_WIRE PRE_SITE WDD_FILE WELL_SUMMARY,96,360950739,26/11/2022,FUJAIRAH INTERNATIONAL OIL & GAS,TRUE,well,106/18- 1,EIS,,,,
BP__1990well0039, 106/20- 1,BP__,01/11/1990,P539,TRUE,14/10/1996,59,CORE_CCA DRILL_DEV DRILL_GEN DRILL_MWD DWL_WIRE WELL_ENG ENG_PROD GEOL_BIO GEOL_GEOW GPHYS_GEN GPHYS_VSP JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_SUM LOG_TEST LOG_WIRE PRE_DPROG WDD_FILE,67,491129277,11/06/2022,BP EXPLORATION,TRUE,well,106/20- 1,EIS,,,,
BP__1974well0021, 106/24- 1,BP__,07/05/1974,P126,TRUE,20/10/1981,6,CORE_CCA CORE_GEN DRILL_EOWR GEOL_BIO JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_SEIS LOG_VEL LOG_WIRE WELL_SUMMARY WELL_SCHEM,43,80912594,26/10/2022,BP EXPLORATION,TRUE,well,106/24- 1,EIS,,,,
BP__1979well0014, 106/24a- 2B,BP__,03/03/1979,P126,TRUE,22/11/1984,14,CONC_GEN CORE_CCA CSHOT_FILE DRILL_GEN DRILL_EOWR DWL_WIRE WELL_ENG GEOL_BIO GEOL_GEN GEOL_SED GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE,44,178440241,26/11/2022,BP EXPLORATION,TRUE,well,106/24a- 2B,EIS,,,,
SH__1976well0016, 106/28- 1,HARB,09/11/1976,P127,TRUE,01/03/1983,10,CSHOT_FILE DWL_WIRE ENG_COMPS GEOL_BIO GEOL_CHEM GEOL_GEN GEOL_GEOW GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_COMP LOG_LITH LOG_MUD LOG_SEIS LOG_VEL LOG_WIRE PRE_MOVE PRE_SITE WDD_FILE,41,249270860,26/11/2022,HARBOUR ENERGY PLC,TRUE,well,106/28- 1,EIS,,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
BH__1992well0002, 107/01- 1,BH__,25/12/1992,P789,TRUE,06/08/1998,68,DRILL_DEV DRILL_EOWR GEOL_MUD DWL_WIRE GEOL_GEOW GPHYS_GEN JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_WIRE PRE_GPROG PRE_SITE TEST_FLUID,54,195405951,26/11/2022,BHP BILLITON PETROLEUM,TRUE,well,107/01- 1,EIS,,,,
SH__1984well0040, 107/16- 1,SH__,28/12/1984,P261,TRUE,18/02/1991,36,CORE_CCA CORE_GEN CSHOT_FILE DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_GEOW GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_GPROG PRE_SITE WDD_FILE,61,96390413,26/11/2022,SHELL PLC,TRUE,well,107/16- 1,EIS,,,,
HARB1978well0005, 107/21- 1,HARB,25/11/1978,P261,TRUE,22/11/1984,14,CSHOT_FILE DUPL DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEN GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_VEL LOG_WIRE PRE_GPROG PRE_SITE WDD_FILE WELL_SUMMARY,45,87252178,26/11/2022,HARBOUR ENERGY PLC,TRUE,well,107/21- 1,EIS,SH__1976well0016,,,
TT__1997well0019, 108/30- 1,TT__,26/05/1997,P862,TRUE,20/01/2003,85,GEOL_GEOW,1,1653270,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,108/30- 1,EIS,,,,
TT__1997well0018, 108/30- 1A,TT__,20/06/1997,P862,TRUE,20/01/2003,85,CSHOT_FILE DRILL_DEV DRILL_GEN GEOL_MUD DUPL DWL_WIRE GEOL_GEN GEOL_GEOW GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CPI LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE VSP_SEGY WDD_FILE,55,232901450,26/11/2022,TOTALENERGIES UPSTREAM UK LIMITED,TRUE,well,108/30- 1A,EIS,TT__1997well0019,,,
EM__1996well0003, 109/05- 1,EM__,03/09/1996,P941,TRUE,22/04/2002,82,CORE_CCA GEOL_MUD DRILL_MWD DWL_MWD DWL_WIRE ENG_ABAND GEOL_CHEM GEOL_GEOW GPHYS_GEN GPHYS_VSP JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_MWD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_SITE TEST_FLUID TEST_GEN VSP_SEGY WELL_SUMMARY WELL_SUMMARY,155,2086839666,26/11/2022,EXXONMOBIL INTERNATIONAL,TRUE,well,109/05- 1,EIS,,,,
SNCR1996well0001, 109/15- 1,SNCR,31/01/1996,P863,TRUE,22/10/2001,80,CORE_CCA DRILL_DEV DRILL_GEN DWL_WIRE ENG_COMPS GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE WELL_SUMMARY WELL_SUMMARY,27,44819479,26/11/2022,SUNCOR ENERGY INC.,TRUE,well,109/15- 1,EIS,,,,
HARB1996well0033, 11/24- 1,REPS,15/11/1996,P807,TRUE,22/07/2002,83,CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DWL_WIRE ENG_ABAND GEOL_BIO GEOL_CHEM GEOL_PPHYS GEOL_SED JWL_AUDIT JWL_FILE LOG_BIO LOG_COMP LOG_CORE LOG_CPI LOG_MUD LOG_SEIS LOG_VEL PRE_DPROG PRE_GEN PRE_GPROG TEST_FLUID,40,160482631,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,11/24- 1,CNS,,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
REPS2000well0015, 11/24a- 2,REPS,10/04/2000,P807,TRUE,25/10/2004,92,CORE_GEN CSHOT_FILE DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_WIRE GEOL_CHEM GEOL_GEOW GPHYS_VSP JWL_AUDIT JWL_FILE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG PRE_GEN PRE_MOVE TEST_DST TEST_GEN WDD_FILE,46,399220682,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,11/24a- 2,CNS,REPS2000well0014,,,
