Project ID,Well ID,Company ID,Project End Date,Licence(s),Released?,Release Date,Release Round,Summary Tags,File Count,Project Size,Last Update,Data Reporting Group,CHECKED,Project Type,Survey / Well ID,NSTA Area,DUPL,ABY,RBY,UBY
CNOC2007well0022, 15/22-J36,CNOC,02/06/2007,P185,TRUE,23/01/2012,121,DRILL_DEV DRILL_EOWR DRILL_MWD DUPL DWL_MUD DWL_MWD GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE WELL_SUMMARY,29,141943737,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J36,NNS,CNOC2007well0020,,,
CNOC2007well0021, 15/22-J36Y,CNOC,09/10/2007,P185,TRUE,23/01/2012,121,CONC_GEN DRILL_DEV DRILL_EOWR DRILL_MWD DUPL DWL_MWD GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE WELL_SUMMARY,24,132208999,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J36Y,NNS,CNOC2007well0022;CNOC2007well0020,,,
CNOC2007well0020, 15/22-J36Z,CNOC,19/06/2007,P185,TRUE,23/01/2012,121,DRILL_DEV DRILL_EOWR DRILL_MWD DUPL DWL_MWD ENG_ABAND GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE WELL_SUMMARY,17,47457005,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J36Z,NNS,CNOC2007well0022,,,
CNOC2008well0012, 15/22-J37,CNOC,25/12/2008,P185,TRUE,20/01/2014,129,DRILL_DEV DRILL_EOWR GEOL_MUD DUPL DWL_MUD DWL_MWD DWL_WIRE GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG WDD_FILE WELL_SUMMARY,70,175544378,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J37,NNS,CNOC2009well0022,,,
CNOC2009well0023, 15/22-J37Y,CNOC,02/11/2009,P185,TRUE,20/01/2014,129,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD ENG_COMPS GEOL_GEN GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GEN WDD_FILE WELL_SUMMARY,76,211045720,11/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J37Y,NNS,CNOC2018well0003;CNOC2008well0012,,,
CNOC2009well0022, 15/22-J37Z,CNOC,08/02/2009,P185,TRUE,20/01/2014,129,DRILL_DEV DRILL_EOWR GEOL_MUD DUPL DWL_MUD DWL_MWD GEOL_GEN GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG WDD_FILE,31,107291439,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J37Z,NNS,CNOC2008well0012,,,
CNOC2009well0021, 15/22-J38,CNOC,09/06/2009,P185,TRUE,14/10/2013,128,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD GEOL_GEOW LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG WDD_FILE WELL_SUMMARY,37,170445560,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J38,NNS,CNOC2009well0020,,,
CNOC2009well0020, 15/22-J38Z,CNOC,03/07/2009,P185,TRUE,14/10/2013,128,ABANDON_DAILY ABANDON_PROG DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD ENG_COMPS GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG WDD_FILE WELL_SUMMARY,41,133363984,12/10/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J38Z,NNS,CNOC2009well0021,,,
CNOC2015well0015, 15/22-J39,CNOC,24/08/2015,P185,TRUE,15/07/2013,127,CORE_GEN DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_WIRE ENG_COMPS GEOL_CHEM GEOL_GEN GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG PRE_GPROG TEST_FLUID WDD_FILE WELL_SUMMARY,118,1156250028,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J39,NNS,,,,
CNOC1995well0007, 15/22-J3Z,CNOC,22/01/1995,P185,TRUE,31/08/2000,75,CORE_GEN CORE_SCAL DRILL_DEV DRILL_GEN GEOL_MUD DWL_WIRE ENG_COMPS GEOL_BIO GEOL_DIP GEOL_SED GPHYS_GEN LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN TEST_DST TEST_FLUID CORE_PERM TEST_PLT WDD_FILE WELL_SUMMARY,99,1166723359,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J3Z,NNS,,,,
CNOC1994well0003, 15/22-J4,CNOC,17/11/1994,P185,TRUE,31/08/2000,75,CORE_GEN DRILL_DEV DRILL_GEN GEOL_MUD DRILL_MWD DWL_OTHER DWL_WIRE GEOL_BIO GEOL_DIP GEOL_PPHYS GEOL_SED GPHYS_GEN GPHYS_VSP LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN PRE_GPROG TEST_FLUID TEST_PLT WDD_FILE WELL_SUMMARY,99,326039567,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J4,NNS,,,,
CNOC2015well0014, 15/22-J40,CNOC,19/12/2015,P185,TRUE,19/12/2019,,DRILL_DEV DRILL_EOWR GEOL_MUD DWL_MUD DWL_MWD DWL_WIRE ENG_COMPS GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG TEST_FILE WDD_FILE,90,441013684,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J40,NNS,,,,
CNOC2017well0001, 15/22-J41,CNOC,25/02/2017,P185,TRUE,25/02/2021,,DRILL_DEV DRILL_EOWR GEOL_MUD DUPL DWL_MUD DWL_MWD DWL_WIRE ENG_COMPS GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE,41,644394002,04/03/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J41,NNS,CNOC2017well0002,,,
CNOC2017well0002, 15/22-J41Z,CNOC,20/04/2017,P185,TRUE,20/04/2021,,COMPL_DAILY DRILL_DAILY DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD ENG_ABAND ENG_COMPS GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE,39,232350151,04/03/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J41Z,NNS,CNOC2017well0001,,,
CNOC2017well0006, 15/22-J42,CNOC,07/07/2017,P185,TRUE,07/07/2021,,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD DWL_TEST ENG_COMPS GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG PRE_PROP TEST_FILE TEST_FLUID WDD_FILE,87,193439866,10/07/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J42,NNS,CNOC2018well0003,,,
CNOC2018well0003, 15/22-J43,CNOC,20/02/2018,P185,TRUE,20/08/2020,,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_OTHER DWL_WIRE ENG_COMPS ENG_PROD GEOL_GEN GEOL_GEOW JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GEN PRE_GPROG WDD_FILE WELL_SUMMARY,46,226966122,05/06/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J43,NNS,,,,
CNOC2019well0014, 15/22-J44,CNOC,14/04/2019,P185,TRUE,14/10/2021,,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MUD DWL_MWD DWL_WIRE ENG_COMPS ENG_PROD GEOL_DIP GEOL_GEN GEOL_GEOW JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_WIRE PRE_DPROG PRE_GEN PRE_GPROG WDD_FILE WELL_SUMMARY,63,477316527,09/07/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J44,NNS,,2573808e-786c-4631-ab1e-adb5afcc1cd5,,
CNOC2019well0013, 15/22-J45,CNOC,21/08/2019,P185,TRUE,21/02/2022,,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD GEOL_GEOW LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GPROG WDD_FILE WELL_SUMMARY,30,165971980,22/02/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J45,NNS,CNOC2019well0012,2573808e-786c-4631-ab1e-adb5afcc1cd5,,
CNOC2019well0012, 15/22-J45Z,CNOC,17/10/2019,P185,TRUE,17/04/2022,,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MUD DWL_MWD ENG_COMPS GEOL_GEN GEOL_GEOW LOG_CASE LOG_COMP LOG_CPI LOG_LITH LOG_MUD LOG_MWD PRE_DPROG PRE_GEN PRE_GPROG WDD_FILE WELL_SUMMARY,49,214678173,19/04/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J45Z,NNS,CNOC2019well0013,2573808e-786c-4631-ab1e-adb5afcc1cd5,,
CNOC1995well0006, 15/22-J5,CNOC,26/03/1995,P185,TRUE,23/04/2001,78,DRILL_DEV DRILL_GEN GEOL_MUD DRILL_MWD DUPL DWL_WIRE GEOL_BIO GEOL_GEN GEOL_PPHYS GPHYS_CSHOT LOG_CASE LOG_COMP LOG_DIP LOG_SEIS LOG_WIRE PRE_GEN WDD_FILE WELL_SUMMARY,69,230090301,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J5,NNS,CNOC1995well0005,,,
CNOC1995well0005, 15/22-J5Z,CNOC,08/08/1995,P185,TRUE,23/04/2001,78,DRILL_DEV DRILL_EOWR DRILL_MWD DWL_WIRE ENG_COMPS GPHYS_CSHOT LOG_CASE LOG_COMP LOG_SEIS LOG_TEST PRE_GEN TEST_FLUID WDD_FILE,44,66107186,05/08/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J5Z,NNS,,,,
CNOC1995well0004, 15/22-J6,CNOC,16/05/1995,P185,TRUE,22/01/2001,77,DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE ENG_PROD GEOL_BIO LOG_CASE LOG_COMP LOG_MUD LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,44,119530336,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J6,NNS,,,,
CNOC1995well0003, 15/22-J7,CNOC,06/10/1995,P185,TRUE,23/07/2001,79,DRILL_DEV DRILL_GEN GEOL_MUD DRILL_MWD DWL_WIRE GEOL_BIO LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_WIRE PRE_DPROG PRE_GEN TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,54,388914728,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J7,NNS,,,,
CNOC1995well0002, 15/22-J8,CNOC,09/12/1995,P185,TRUE,23/07/2001,79,CORE_GEN DRILL_DEV DRILL_GEN GEOL_MUD DRILL_MWD DWL_WIRE GEOL_BIO GPHYS_GEN LOG_CASE LOG_COMP LOG_CORE LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN TEST_FLUID TEST_GEN TEST_PLT WDD_FILE WELL_SUMMARY,52,168718210,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J8,NNS,,,,
CNOC1996well0003, 15/22-J9,CNOC,09/02/1996,P185,TRUE,22/10/2001,80,CORE_GEN DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_WIRE ENG_COMPS GEOL_BIO GEOL_GEN GEOL_SED GPHYS_GEN LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_WIRE PRE_DPROG PRE_GEN TEST_PLT WDD_FILE WELL_SUMMARY,71,602444168,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/22-J9,NNS,CNOC2004well0005,,,
REPS1974well0004, 15/23- 1,CV__,27/07/1974,P237,TRUE,20/10/1981,6,CORE_GEN CSHOT_FILE DRILL_DEV DRILL_GEN DRILL_EOWR DUPL DWL_WIRE WELL_ENG GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_SED GPHYS_CSHOT GPHYS_SONIC JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_VEL LOG_WIRE PRE_MOVE TEST_FLUID WDD_FILE,41,120574675,04/02/2022,CHEVRON CORPORATION,TRUE,well,15/23- 1,NNS,REPS1977well0015;REPS1974well0003;REPS1974well0010,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
REPS1974well0003, 15/23- 1Z,CV__,30/10/1974,P237,TRUE,20/10/1981,6,CSHOT_FILE DUPL DWL_WIRE GEOL_DIP GEOL_GEN GEOL_GEOW GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_WIRE WDD_FILE,36,51647715,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 1Z,NNS,REPS1974well0004,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
REPS1976well0009, 15/23- 2,CV__,23/08/1976,P237,TRUE,01/03/1983,10,CSHOT_FILE DRILL_DEV DUPL DWL_WIRE ENG_COMPS GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_SED GPHYS_CSHOT GPHYS_SONIC JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_FLUID WDD_FILE,51,92178353,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 2,NNS,REPS1977well0015,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
CV__1977well0004, 15/23- 3,CV__,18/04/1977,P237,TRUE,14/11/1983,11,CSHOT_FILE DRILL_DEV DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE ENG_ABAND ENG_PROD GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_GEN WDD_FILE WELL_SUMMARY,45,149397724,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 3,NNS,,,,
REPS1977well0015, 15/23- 4,CV__,01/08/1977,P237,TRUE,14/11/1983,11,CORE_CCA CORE_GEN CSHOT_FILE DRILL_DEV DUPL DWL_WIRE ENG_COMPS GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW GEOL_SED GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_COMP LOG_CPI LOG_DIP LOG_MUD LOG_VEL LOG_WIRE TEST_DST TEST_PLT WDD_FILE,62,124461095,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 4,NNS,REPS2013well0007,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
REPS1978well0015, 15/23- 5,CV__,16/02/1978,P237,TRUE,22/11/1984,14,CORE_GEN CSHOT_FILE DRILL_DEV DUPL DWL_WIRE WELL_ENG GEOL_DIP GEOL_GEOW GEOL_SED GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_COMP LOG_DIP LOG_MUD LOG_SEIS LOG_VEL LOG_WIRE TEST_DST TEST_FLUID WDD_FILE,40,523107503,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 5,NNS,REPS2013well0006;REPS1998well0003,8db45443-a80c-4b98-ad71-959f27f156c4,8db45443-a80c-4b98-ad71-959f27f156c4,
CV__1978well0003, 15/23- 6,CV__,25/02/1978,P237,TRUE,22/11/1984,14,ENG_COMPS WDD_FILE,2,3791671,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 6,NNS,,,,
CV__1978well0002, 15/23- 6A,CV__,20/05/1978,P237,TRUE,22/11/1984,14,CORE_CCA CORE_GEN CSHOT_FILE DRILL_DEV DUPL DWL_WIRE WELL_ENG GEOL_BIO GEOL_DIP GEOL_GEOW GEOL_SED GPHYS_CSHOT GPHYS_GEN JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_FLUID TEST_GEN WDD_FILE,54,541140292,26/11/2022,CHEVRON CORPORATION,TRUE,well,15/23- 6A,NNS,REPS2013well0006,,,
REPS1991well0017, 15/23a- 11,REPS,07/03/1991,P324,TRUE,13/12/1996,60,DRILL_EOWR GPHYS_VSP,3,4267175,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 11,NNS,,,,
REPS1991well0016, 15/23a- 11A,REPS,28/05/1991,P324,TRUE,13/12/1996,60,CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_EOWR GEOL_MUD DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_DIP GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_SUM LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_FLUID WDD_FILE,62,301688305,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 11A,NNS,,,,
REPS1991well0001, 15/23a- 12,REPS,11/10/1991,P324,TRUE,02/06/1997,63,CORE_CCA CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_EOWR GEOL_MUD DUPL DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_GEN GEOL_SED GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_CORE LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_FLUID TEST_GEN CORE_PERM WDD_FILE,92,537278643,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 12,NNS,REPS1998well0003,,,
REPS1983well0019, 15/23a- 7,REPS,06/07/1983,P324,TRUE,03/01/1989,30,CORE_CCA CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_GEN DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_GEN GEOL_GEOW GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_COMP LOG_CORE LOG_DIP LOG_TEST LOG_VEL LOG_WIRE WDD_FILE,41,60426790,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 7,NNS,,,,
REPS2013well0007, 15/23a- 8,REPS,26/11/2013,P324,TRUE,03/07/1989,32,CORE_CCA CORE_SCAL CSHOT_FILE DRILL_DEV DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_DIP GEOL_GEN GEOL_SED GPHYS_CSHOT JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_DST TEST_FLUID TEST_GEN WDD_FILE,74,116127306,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 8,NNS,,,,
REPS2013well0006, 15/23a- 9,REPS,26/11/2013,P324,TRUE,23/04/1990,34,CORE_CCA CORE_SCAL CSHOT_FILE DRILL_DEV DUPL DWL_WIRE GEOL_DIP GEOL_GEN GEOL_GEOW GEOL_SED GPHYS_CSHOT GPHYS_GEN GPHYS_VSP JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE PRE_DPROG TEST_DST TEST_FLUID WDD_FILE WELL_SUMMARY,101,589878565,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a- 9,NNS,REPS2013well0007;REPS1998well0003,,,
REPS1999well0001, 15/23a-G1,REPS,14/04/1999,P324,TRUE,21/10/2002,84,DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_OTHER DWL_WIRE JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG PRE_MOVE TEST_DST WDD_FILE,52,659612666,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G1,NNS,REPS2005well0006,,,
REPS1998well0004, 15/23a-G2,REPS,26/03/1998,P324,TRUE,20/10/2003,88,DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE GEOL_BIO GEOL_GEN GPHYS_GEN JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_WIRE PRE_DPROG PRE_MOVE TEST_GEN WELL_SUMMARY,54,562963229,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G2,NNS,,,,
REPS1998well0003, 15/23a-G3,REPS,26/04/1998,P324,TRUE,26/04/2004,90,CORE_CCA CORE_GEN DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE ENG_COMPS GEOL_BIO GEOL_GEN GEOL_SED JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_SUM LOG_WIRE PRE_DPROG PRE_GEN TEST_DST TEST_FLUID WDD_FILE,43,601914524,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G3,NNS,,,,
REPS1998well0006, 15/23a-G3Z,REPS,08/07/1998,P324,TRUE,26/04/2004,90,DRILL_DEV GEOL_MUD DRILL_MWD DUPL DWL_TEST DWL_WIRE GEOL_GEN GPHYS_GEN GPHYS_VSP JWL_FILE LOG_CASE LOG_COMP LOG_DIP LOG_MUD LOG_MWD LOG_SEIS LOG_TEST LOG_WIRE PRE_GEN VSP_SEGY,149,424594601,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G3Z,NNS,REPS1998well0003,,,
REPS1998well0005, 15/23a-G4,REPS,16/11/1998,P324,TRUE,17/07/2006,99,CORE_GEN DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DWL_WIRE WELL_ENG GEOL_GEN GEOL_GEOW GPHYS_VSP JWL_FILE LOG_CASE LOG_COMP LOG_CPI LOG_DIP LOG_LITH LOG_MUD LOG_MWD LOG_SEIS LOG_TEST LOG_WIRE PRE_DPROG TEST_FLUID TEST_GEN VSP_SEGY WDD_FILE,96,1000343764,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G4,NNS,,,,
REPS2001well0010, 15/23a-G5,REPS,28/09/2001,P324,TRUE,16/07/2007,103,DRILL_DEV DRILL_GEN DRILL_MWD ENG_COMPS PRE_DPROG PRE_GEN TEST_GEN,8,48483457,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G5,NNS,,,,
REPS2001well0008, 15/23a-G5A,REPS,30/10/2001,P324,TRUE,16/07/2007,103,DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MWD DWL_WIRE GEOL_GEN JWL_FILE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_WIRE,42,202930099,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G5A,NNS,REPS2001well0010,,,
REPS2001well0006, 15/23a-G5Z,REPS,30/10/2001,P324,TRUE,10/09/2019,,DRILL_DEV DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MWD GEOL_BIO GEOL_GEOW LOG_COMP LOG_MUD LOG_MWD LOG_TEST,21,79789127,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G5Z,NNS,REPS2001well0008;REPS2001well0010,,,
REPS2002well0001, 15/23a-G6,REPS,05/12/2002,P324,TRUE,16/10/2006,100,DRILL_EOWR GEOL_MUD DRILL_MWD DWL_MWD GEOL_GEN JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD LOG_TEST PRE_DPROG PRE_GEN WDD_FILE,35,153156078,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G6,NNS,,,,
REPS2004well0001, 15/23a-G7,REPS,04/12/2004,P324,TRUE,14/04/2009,110,DRILL_GEN DRILL_EOWR GEOL_MUD DWL_MWD GEOL_GEOW JWL_FILE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_GEN TEST_FLUID,21,88030400,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G7,NNS,,,,
REPS2005well0006, 15/23a-G7Z,REPS,04/02/2005,P324,TRUE,14/04/2009,110,DRILL_GEN DRILL_EOWR GEOL_MUD DRILL_MWD DUPL DWL_MWD DWL_OTHER GEOL_GEOW JWL_FILE LOG_CASE LOG_COMP LOG_LITH LOG_MUD LOG_MWD PRE_GEN TEST_GEN,36,104420663,26/11/2022,REPSOL SINOPEC RESOURCES,TRUE,well,15/23a-G7Z,NNS,REPS2004well0001;REPS1998well0006,,,
CNOC1990well0001, 15/23b- 10,CNOC,28/08/1990,P489,TRUE,20/06/1996,57,CORE_CCA CSHOT_FILE DRILL_DEV DRILL_EOWR DWL_WIRE GEOL_BIO GEOL_CHEM GEOL_DIP GEOL_GEOW GPHYS_CSHOT GPHYS_SONIC GPHYS_VSP JWL_AUDIT JWL_FILE LOG_BIO LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_LITH LOG_MUD LOG_SEIS LOG_TEST LOG_VEL LOG_WIRE TEST_FLUID WDD_FILE WELL_SUMMARY,79,519877496,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/23b- 10,NNS,,,,
CNOC1997well0003, 15/23b- 14,CNOC,21/03/1997,P489,TRUE,21/10/2002,84,CORE_CCA CSHOT_FILE DRILL_DEV DWL_WIRE GEOL_BIO GPHYS_CSHOT GPHYS_VSP JWL_AUDIT JWL_FILE LOG_CASE LOG_COMP LOG_CORE LOG_CPI LOG_DIP LOG_LITH LOG_MUD LOG_MWD LOG_TEST LOG_VEL LOG_WIRE WDD_FILE WELL_SUMMARY,82,1620465387,26/11/2022,CNOOC INTERNATIONAL,TRUE,well,15/23b- 14,NNS,,,,
